Sentence,Rough_POS,Detailed_POS,Lemmatized_Sentence
kung saan naging ka-lebel nya si Denny Hamlin sa pinakamaraming panalo.,RB.* RB.* VB.* PR.* PM.* NN.* PR.* DT.* NN.* NN.* CC.* JJ.*_JJ.*_CC.* NN.* PM.*,RBK RBQ VBTS PRS PMS NNC PRS DTP NNP NNP CCT JJCS_JJD_CCP NNC PMP,kung saan naging ka-lebel nya si denny hamlin sa dami panalo.,
"Nakakuha si Johnson ng 190 na puntos (kasama ang 5 bonus na puntos) sa pagkapanalo,",VB.* DT.* NN.* CC.* CD.* CC.* NN.* NN.* CC.* DT.* CD.* FW CC.* NN.* NN.* CC.* NN.* PM.*,VBTS DTP NNP CCB CDB CCP NNC NNPA CCB DTC CDB FW CCP NNC NNPA CCT NNC PMC,"kuha si johnson ng 190 na puntos (kasama ang 5 bonus na puntos) sa pagkapanalo,",
"na nagpalapit sa kanya sa nangunguna sa puntos na si Kevin Harvick,",CC.* VB.* CC.* PR.* CC.* VB.* CC.* NN.* CC.* DT.* NN.* NN.* PM.*,CCP VBTS CCT PRSP CCT VBTR CCT NNC CCP DTP NNP NNP PMC,"na lapit sa kanya sa nangunguna sa puntos na si kevin harvick,",
ngunit nananatili siyang nahuhuli ng 105 na puntos sa pangalawang posisyon.,CC.* VB.* PR.*_CC.* VB.* CC.* CD.* CC.* NN.* CC.* JJ.*_CC.* NN.* PM.*,CCT VBTR PRS_CCP VBTS CCB CDB CCP NNC CCT JJN_CCP NNC PMP,ngunit tili siya huli ng 105 na puntos sa dalawa posisyon.,
"Sa istanding ng puntos,",CC.* NN.* CC.* NN.* PM.*,CCT NNC CCB NNC PMC,"sa istanding ng puntos,",
sina Harvick at Johnson ay nananatili sa una at pangalawang posisyon.,DT.* NN.* CC.* NN.* LM VB.* CC.* CD.* CC.* CD.*_CC.* NN.* PM.*,DTPP NNP CCA NNP LM VBTR CCT CDB CCA CDB_CCP NNC PMP,sina harvick at johnson ay tili sa una at dalawa posisyon.,
"Si Kyle Busch,",DT.* NN.* NN.* PM.*,DTP NNP NNP PMC,"si kyle busch,",
"dahil sa kaniyang aksidente kay Jeff Burton,",CC.* CC.* PR.*_CC.* NN.* DT.* NN.* NN.* PM.*,CCR CCT PRSP_CCP NNC DTP NNP NNP PMC,"dahil sa kaniya aksidente kay jeff burton,",
ay nanatili sa pangatlong posisyon samantalang ang kaniyang kagrupo na si Hamlin ay nasa pang-apat.,LM VB.* CC.* JJ.*_CC.* NN.* CC.*_CC.* DT.* PR.*_CC.* NN.* CC.* DT.* NN.* LM RB.* RB.*_CC.* PM.* CD.* PM.*,LM VBTS CCT JJN_CCP NNC CCT_CCP DTC PRSP_CCP NNC CCP DTP NNP LM RBL RBI_CCP PMS CDB PMP,ay tili sa tatlo posisyon samantala ang kaniya grupo na si hamlin ay nasa pang-apat.,
"Sina Gordon,",DT.* NN.* PM.*,DTPP NNP PMC,"sina gordon,",
"Kurt Busch,",NN.* NN.* PM.*,NNP NNP PMC,"kurt busch,",
"Matt Kenseth,",NN.* NN.* PM.*,NNP NNP PMC,"matt kenseth,",
at Burton ang kasunod sa unang walong posisyon.,CC.* NN.* DT.* JJ.* CC.* JJ.*_CC.* JJ.*_CC.* NN.* PM.*,CCA NNP DTC JJD CCT JJN_CCP JJN_CCP NNC PMP,at burton ang sunod sa una walo posisyon.,
"Si Stewart ay tumaas ng isang posisyon bago natapos ang pangalawa at siya ay nasa pang-siyam na posisyon,",DT.* NN.* LM VB.* CC.* PR.*_CC.* NN.* RB.* VB.* DT.* JJ.* CC.* PR.* LM RB.* RB.*_CC.* PM.* JJ.* CC.* NN.* PM.*,DTP NNP LM VBAF CCB PRI_CCP NNC RBW VBTS DTC JJN CCA PRS LM RBL RBI_CCP PMS JJN CCP NNC PMC,"si stewart ay taas ng isa posisyon bago tapos ang dalawa at siya ay nasa siyam na posisyon,",
at si Greg Biffle ay bumababa sa pang-sampu.,CC.* DT.* NN.* NN.* LM VB.*_VB.* CC.* RB.*_CC.* PM.* JJ.* PM.*,CCA DTP NNP NNP LM VBTR_VBAF CCT RBI_CCP PMS JJN PMP,at si greg biffle ay baba sa pang-sampu.,
Sina Mark Martin at Carl Edwards ang kasama sa pang-labindalawa at sila ay kasalukuyang nasa Chase.,DT.* NN.* NN.* CC.* NN.* NN.* DT.* CC.* CC.* RB.*_CC.* PM.* CD.* CC.* PR.* LM RB.*_CC.* RB.* NN.* PM.*,DTPP NNP NNP CCA NNP NNP DTC CCB CCT RBI_CCP PMS CDB CCA PRP LM RBW_CCP RBL NNP PMP,sina mark martin at carl edwards ang kasama sa pang-labindalawa at sila ay kasalukuyang nasa chase.,
Kumpirmado na walong magandang lahing pangkarerang kabayo sa Randwick Racecourse sa Sydney ang nagkaroon ng trangkaso.,JJ.* CC.* VB.*_CC.* JJ.*_CC.* NN.*_CC.* JJ.*_CC.* NN.* CC.* NN.* NN.* CC.* NN.* DT.* VB.* CC.* NN.* PM.*,JJD CCP VBN_CCP JJD_CCP NNC_CCP JJD_CCP NNC CCT NNP NNP CCT NNP DTC VBTS CCB NNC PMP,kumpirmado na walo anda lahi pangkarerang kabayo sa randwick racecourse sa sydney ang roon ng trangkaso.,
Isinarado ang Randwick at inaasahang na magtatagal ito hanggang dalawang buwan.,VB.* DT.* NN.* CC.* VB.*_CC.* CC.* VB.* PR.* RB.* JJ.*_CC.* NN.* PM.*,VBTS DTC NNP CCA VBTR_CCP CCP VBTF PRO RBW JJN_CCP NNC PMP,sarado ang randwick at inaasahang na tagal ito hanggang dalawa buwan.,
Inaasahan na ang malubhang sakit ay makakaapekto sa higit 700 na kabayong nasa kuwadra sa Randwick.,RB.* RB.* DT.* JJ.*_CC.* NN.* LM VB.* CC.* JJ.* CD.* CC.* NN.*_CC.* RB.* NN.* CC.* NN.* PM.*,RBD RBI DTC JJD_CCP NNC LM VBTF CCT JJCC CDB CCP NNC_CCP RBL NNC CCT NNP PMP,asa na ang lubha sakit ay apekto sa higit 700 na kabayo nasa kuwadra sa randwick.,
Sinabi ng NSW Ministro para sa Pangunahing Industriya na ang pasilidad ay ikukuwarantin hanggang ika-30 na araw pagkatapos ng huling senyales ng sakit.,VB.* CC.* NN.* NN.* CC.* CC.* JJ.*_CC.* NN.* CC.* DT.* NN.* LM VB.* RB.* JJ.* PM.* CD.* CC.* NN.* VB.* CC.* JJ.*_CC.* NN.* CC.* NN.* PM.*,VBTS CCB NNPA NNP CCT CCT JJD_CCP NNP CCP DTC NNC LM VBTS RBW JJN PMS CDB CCP NNC VBW CCB JJD_CCP NNC CCB NNC PMP,sabi ng nsw ministro para sa pangunahing industriya na ang pasilidad ay ikukuwarantin hanggang ika-30 na araw tapos ng huli senyales ng sakit.,
"Ito ang kauna-unahang kaso ng impeksyon na tumama sa mga pangkarerang kabayo,",PR.* DT.* NN.* PM.* NN.*_CC.* NN.* CC.* NN.* CC.* VB.* CC.* DT.* JJ.*_CC.* NN.* PM.*,PRO DTC NNC PMS NNC_CCP NNC CCB NNC CCP VBAF CCT DTCP JJD_CCP NNC PMC,"ito ang kauna-unahang kaso ng impeksyon na tama sa mga pangkarerang kabayo,",
kahit na naiimpeksyon ang mga panlibang na kabayo sa NSW at Queensland.,CC.* CC.* VB.* DT.* DT.* JJ.* CC.* NN.* CC.* NN.* CC.* NN.* PM.*,CCT CCP VBTR DTC DTCP JJD CCP NNC CCT NNPA CCA NNP PMP,kahit na impeksyon ang mga panlibang na kabayo sa nsw at queensland.,
Ang trangkaso ay patuloy na kumakalat ngunit hindi ito nakakahawa sa mga tao.,DT.* NN.* LM RB.* CC.* VB.*_VB.* CC.* RB.* PR.* VB.* CC.* DT.* NN.* PM.*,DTC NNC LM RBD CCP VBTR_VBAF CCT RBF PRO VBTR CCT DTCP NNC PMP,ang trangkaso ay tuloy na kalat ngunit hindi ito hawa sa mga tao.,
Ang pagtigil ng pambansang karera ay nagdudulot ng pagkawala sa industriya ng higit sampung milyong dolyar araw-araw.,DT.* NN.* CC.* JJ.*_CC.* NN.* LM VB.* CC.* NN.* CC.* NN.* CC.* JJ.* JJ.*_CC.* NN.*_CC.* NN.* NN.* PM.* NN.* PM.*,DTC NNC CCB JJD_CCP NNC LM VBTR CCB NNC CCT NNC CCB JJCC JJN_CCP NNC_CCP NNC NNC PMS NNC PMP,ang tigil ng pambansang karera ay dulot ng wala sa industriya ng higit sampu milyong dolyar araw-araw.,
Ang araw na ito ay ""nakakatakot at malungkot na araw"" sa industriya ng karera ayon sa tagapangasiwa ng NSW na si Peter V'Landys habang magulo pa dahil sa pagbabawal na galawin ang mga kabayo noong nakaraang linggo.,DT.* NN.* CC.* PR.* LM PM.* RB.* CC.* JJ.* CC.* NN.* PM.* CC.* NN.* CC.* NN.* RB.* CC.* NN.* CC.* NN.* CC.* DT.* NN.* CD.* PM.* NN.* RB.* VB.* RB.* CC.* CC.* NN.* CC.* VB.* DT.* DT.* NN.* RB.*_CC.* JJ.*_CC.* NN.* PM.*,DTC NNC CCP PRO LM PMS RBD CCA JJD CCP NNC PMS CCT NNC CCB NNC RBR CCT NNC CCB NNPA CCP DTP NNP CDB PMS NNP RBW VBW RBI CCR CCT NNC CCP VBOF DTC DTCP NNC RBW_CCP JJD_CCP NNC PMP,ang araw na ito ay ""nakakatakot at lungkot na araw"" sa industriya ng karera ayon sa tagapangasiwa ng nsw na si peter v'landys habang ulo pa dahil sa bawal na galaw ang mga kabayo noo nakaraang linggo.,
Ang karera ay inaasahang magsisimula muli sa mga estado ng Australia maliban sa NSW at Queensland sa katapusan ng linggo.,DT.* NN.* LM RB.*_CC.* VB.* RB.* CC.* DT.* NN.* CC.* NN.* CC.* CC.* NN.* CC.* NN.* CC.* NN.* CC.* NN.* PM.*,DTC NNC LM RBD_CCP VBTF RBW CCT DTCP NNC CCB NNP CCT CCT NNPA CCA NNP CCT NNC CCB NNC PMP,ang karera ay inaasahang simula muli sa mga estado ng australia liban sa nsw at queensland sa katapusan ng linggo.,
"Habang kanselado pa ang karera para sa tag-sibol sa Sydney,",RB.* JJ.* RB.* DT.* NN.* CC.* CC.* FW PM.* NN.* CC.* NN.* PM.*,RBW JJD RBI DTC NNC CCT CCT FW PMS NNC CCT NNP PMC,"habang kanselado pa ang karera para sa sibol sa sydney,",
inaasahan na magpapatuloy ngayong katapusan ng linggo ang Caufield Cup sa Melbourne.,VB.* CC.* VB.*_VB.* RB.*_CC.* NN.* CC.* NN.* DT.* NN.* NN.* CC.* NN.* PM.*,VBTR CCP VBTR_VBAF RBW_CCP NNC CCB NNC DTC NNP NNP CCT NNP PMP,asa na tuloy ngayong katapusan ng linggo ang caufield cup sa melbourne.,
Ang nasabing karera ay gagawin nang may kaakibat na espesyal na pag-iingat upang mapanatili ang estado na ligtas mula sa mikrobyo.,DT.* VB.*_CC.* NN.* LM VB.* RB.* VB.* JJ.* CC.* JJ.* CC.* CC.* PM.* JJ.* CC.* VB.* DT.* NN.* CC.* JJ.* RB.* CC.* NN.* PM.*,DTC VBTS_CCP NNC LM VBTF RBW VBH JJD CCP JJD CCP CCR PMS JJD CCB VBW DTC NNC CCP JJD RBL CCT NNC PMP,ang sabi karera ay gawin nang may akibat na espesyal na ingat upang tili ang estado na ligtas mula sa mikrobyo.,
Ang kontak sa pagitan ng ordinaryong publiko at sa mga nagtatrabaho kasama ng mga kabayo ay ipagbabawal at ang mga hinete na nakabase sa Sydney na sina Darren Beadman at Hugh Bowman at pati iba pang mga tagapagsanay sa iba't ibang estado kasama si Bart Cummings ay hindi pinayagan na sumali.,DT.* NN.* CC.* NN.* CC.* JJ.*_CC.* NN.* CC.* CC.* DT.* VB.* CC.* CC.* DT.* NN.* LM VB.* CC.* DT.* DT.* NN.* CC.* VB.* CC.* NN.* CC.* DT.* NN.* NN.* CC.* NN.* NN.* CC.* CC.* PR.* RB.*_CC.* DT.* NN.* CC.* PR.* PM.* NN.* PR.*_CC.* NN.* CC.* DT.* NN.* NN.* LM RB.* VB.* CC.* VB.* PM.*,DTC NNC CCT NNC CCB JJD_CCP NNC CCA CCT DTCP VBTR CCB CCB DTCP NNC LM VBOB CCA DTC DTCP NNC CCP VBTS CCT NNP CCP DTPP NNP NNP CCA NNP NNP CCA CCA PRI RBI_CCP DTCP NNC CCT PRI PMS NNCA PRI_CCP NNC CCB DTP NNP NNP LM RBF VBTS CCP VBAF PMP,ang kontak sa pagitan ng ordinaryo publiko at sa mga nagtatrabaho kasama ng mga kabayo ay bawal at ang mga hinete na base sa sydney na sina darren beadman at hugh bowman at pati iba pang mga tagapagsanay sa iba't iba estado kasama si bart cummings ay hindi payag na sumali.,
Ang Ministrong Pederal ng Agrikultura na si Peter McGauran ay sinabi na ang karnibal sa tag-sibol sa Melbourne ay mananatiling ""mananatiling buo"" sa kabila ng pagkawala ng pinakamalalaking pangalan sa karera sa Australia.,DT.* NN.* NN.* CC.* NN.* CC.* DT.* NN.* NN.* LM VB.* CC.* DT.* NN.* CC.* FW PM.* NN.* CC.* NN.* LM VB.*_CC.* PM.* VB.*_CC.* PR.* PM.* CC.* CC.* CC.* NN.* CC.* JJ.*_JJ.*_CC.* NN.* CC.* NN.* CC.* NN.* PM.*,DTC NNP NNP CCB NNP CCP DTP NNP NNP LM VBTS CCP DTC NNC CCT FW PMS NNC CCT NNP LM VBTF_CCP PMS VBTF_CCP PRI PMS CCT CCT CCB NNC CCB JJCS_JJD_CCP NNC CCT NNC CCT NNP PMP,ang ministro pederal ng agrikultura na si peter mcgauran ay sabi na ang karnibal sa sibol sa melbourne ay mananatiling ""mananatiling buo"" sa kabila ng wala ng lalaki kalan sa karera sa australia.,
Itinanggi ng mga militanteng Palestino ang pahayag ng isang ministro ng Israel na nagkasundo sila sa tigil putukan.,VB.* CC.* DT.* NN.*_CC.* NN.* DT.* NN.* CC.* PR.*_CC.* NN.* CC.* NN.* CC.* VB.* PR.* CC.* NN.* NN.* PM.*,VBTS CCB DTCP NNC_CCP NNP DTC NNC CCB PRI_CCP NNC CCB NNP CCP VBTS PRP CCT NNC NNC PMP,tanggi ng mga militante palestino ang hayag ng isa ministro ng israel na sundo sila sa tigil putukan.,
"Sa ilang sandali matapos ang umano'y tigil putukan ay napagkasunduan sa pagitan ng Israel at ng bagong pinuno ng Palestine na si Mahmoud Abbas,",CC.* PR.*_CC.* NN.* VB.* DT.* RB.* PM.* FW NN.* NN.* LM VB.* CC.* NN.* CC.* NN.* CC.* CC.* JJ.*_CC.* NN.* CC.* NN.* CC.* DT.* NN.* NN.* PM.*,CCT PRQ_CCP NNC VBW DTC RBM PMS FW NNC NNC LM VBTS CCT NNC CCB NNP CCA CCB JJD_CCP NNC CCB NNP CCP DTP NNP NNP PMC,"sa ilang sandali tapos ang umano'y tigil putukan ay napagkasunduan sa pagitan ng israel at ng bago puno ng palestine na si mahmoud abbas,",
isang tagapagsalita para sa militanteng grupo ng Palestine na Hamas ang itinanggi ang pahayag.,PR.*_CC.* NN.* CC.* CC.* JJ.*_CC.* NN.* CC.* NN.* CC.* NN.* DT.* VB.* DT.* NN.* PM.*,PRI_CCP NNC CCT CCT JJD_CCP NNC CCB NNP CCP NNP DTC VBTS DTC NNC PMP,isa tagapagsalita para sa militante grupo ng palestine na hamas ang tanggi ang pahayag.,
"Hindi bababa sa 11 na tao ang napatay noong ika-26 at ika-27 ng Disyembre sa alitan ng mga grupo ng mga nagbebenta ng droga sa maliit na bayan ng ""morro da Mineira"" (Miner Hill) sa kabahayan ng Catumbi sa Rio de Janeiro,",RB.* VB.* CC.* CD.* CC.* NN.* DT.* VB.* RB.*_CC.* JJ.* PM.* CD.* CC.* JJ.* PM.* CD.* CC.* NN.* CC.* NN.* CC.* DT.* NN.* CC.* DT.* VB.* CC.* NN.* CC.* JJ.* CC.* NN.* CC.* PM.* FW FW NN.* PM.* NN.* NN.* NN.* NN.* CC.* NN.* CC.* NN.* CC.* NN.* FW NN.* PM.*,RBF VBTF CCT CDB CCP NNC DTC VBTS RBW_CCP JJN PMS CDB CCA JJN PMS CDB CCB NNP CCT NNC CCB DTCP NNC CCB DTCP VBTR CCB NNC CCT JJD CCP NNC CCB PMS FW FW NNP PMS NNPA NNP NNP NNPA CCT NNC CCB NNP CCT NNP FW NNP PMC,"hindi baba sa 11 na tao ang patay noo ika-26 at ika-27 ng disyembre sa alitan ng mga grupo ng mga benta ng droga sa liit na bayan ng ""morro da mineira"" (miner hill) sa bahay ng catumbi sa rio de janeiro,",
Brazil.,NN.* PM.*,NNP PMP,brazil.,
Ang rehiyon ay kinokotrol ng kalabang grupo na Comando Vermelho (Red Command) na hindi payag na magbenta ang ibang grupo ng droga sa rehiyon.,DT.* NN.* LM VB.* CC.* NN.*_CC.* NN.* CC.* NN.* NN.* NN.* NN.* NN.* NN.* CC.* RB.* JJ.* CC.* VB.* DT.* PR.*_CC.* NN.* CC.* NN.* CC.* NN.* PM.*,DTC NNC LM VBTR CCB NNC_CCP NNC CCP NNP NNP NNP NNP NNP NNPA CCP RBF JJD CCP VBW DTC PRI_CCP NNC CCB NNC CCT NNC PMP,ang rehiyon ay kinokotrol ng laba grupo na comando vermelho (red command) na hindi payag na benta ang iba grupo ng droga sa rehiyon.,
Ang mga miyembro ng Comando Vermelho ay nagsimulang lusubin ang mga kalabang miyembro ng ADA para protektahan ang kanilang teritoryo.,DT.* DT.* NN.* CC.* NN.* NN.* LM RB.*_CC.* VB.* DT.* DT.* NN.*_CC.* NN.* CC.* NN.* CC.* VB.* DT.* PR.*_CC.* NN.* PM.*,DTC DTCP NNC CCB NNP NNP LM RBD_CCP VBOF DTC DTCP NNC_CCP NNC CCB NNPA CCT VBOF DTC PRSP_CCP NNC PMP,ang mga miyembro ng comando vermelho ay simula lusubin ang mga laba miyembro ng ada para protekta ang kanila teritoryo.,
Ang mga opisyal ng pitong siyudad sa US ay binigyan ng babala ngayong araw tungkol sa posibleng pag-atake sa mga istadyum ng NFL gamit ang mga ""maruming bomba."",DT.* DT.* NN.* CC.* JJ.*_CC.* NN.* CC.* NN.* LM VB.* CC.* NN.* RB.*_CC.* NN.* RB.* CC.* JJ.*_CC.* CC.* PM.* NN.* CC.* DT.* NN.* CC.* NN.* VB.* DT.* DT.* PM.* PR.*_CC.* NN.* PM.* PM.*,DTC DTCP NNC CCB JJN_CCP NNC CCT NNPA LM VBOF CCB NNC RBW_CCP NNC RBR CCT JJD_CCP CCR PMS NNC CCT DTCP NNC CCB NNPA VBS DTC DTCP PMS PRI_CCP NNC PMP PMS,ang mga opisyal ng pito siyudad sa us ay binigyan ng babala ngayong araw tungkol sa posible atake sa mga istadyum ng nfl gamit ang mga ""maruming bomba."",
"Ang Kagawaran ng Homeland Security,",DT.* NN.* CC.* NN.* NN.* PM.*,DTC NNP CCB NNP NNP PMC,"ang gawaran ng homeland security,",
"na nag-isyu ng babala,",CC.* VB.* PM.* NN.* CC.* NN.* PM.*,CCP VBTS PMS NNC CCB NNC PMC,"na isyu ng babala,",
ay idinagdag na ang banta ay ""walang kredibilidad."",LM VB.* CC.* DT.* NN.* LM PM.* VB.*_CC.* NN.* PM.* PM.*,LM VBTS CCP DTC NNC LM PMS VBN_CCP NNC PMP PMS,ay dagdag na ang banta ay ""walang kredibilidad."",
"Ang bantang pagpapasabog,",DT.* NN.*_CC.* NN.* PM.*,DTC NNC_CCP NNC PMC,"ang banta pagpapasabog,",
"ay orihinal na natuklasan sa 4chan,",LM JJ.* CC.* VB.* CC.* CD.* PM.*,LM JJD CCP VBTS CCT CDB PMC,"ay orihinal na tuklas sa 4chan,",
na nagsabing ang mga trak ng bomba na naglalaman ng radilohikal na materyales ay pasasabuging habang naglalaro ng putbol ngayong Linggo.,CC.* VB.* DT.* DT.* NN.* CC.* NN.* CC.* VB.* CC.* JJ.* CC.* NN.* LM RB.*_CC.* RB.* VB.* CC.* NN.* RB.*_CC.* NN.* PM.*,CCP VBTS DTC DTCP NNC CCB NNC CCP VBTR CCB JJD CCP NNC LM RBD_CCP RBW VBTR CCB NNC RBW_CCP NNP PMP,na sabi ang mga trak ng bomba na laman ng radilohikal na materyales ay pasasabuging habang laro ng putbol ngayong linggo.,
"Habang ang Kagawaran ng Homeland Security ay hindi sinabi kung anu-ano ang mga nabanggit na lunsod,",RB.* DT.* NN.* CC.* NN.* NN.* LM RB.* VB.* RB.* RB.* PM.* PR.* DT.* DT.* VB.* CC.* NN.* PM.*,RBW DTC NNP CCB NNP NNP LM RBF VBTS RBK RBQ PMS PRQ DTC DTCP VBTS CCP NNC PMC,"habang ang gawaran ng homeland security ay hindi sabi kung ano ang mga banggit na lunsod,",
"isang hindi pinangalanang opisyal ng departamento ang nagsabi na ang mga lunsod na nabanggit ay Atlanta,",PR.*_CC.* RB.* VB.*_CC.* JJ.* CC.* NN.* DT.* VB.* CC.* DT.* DT.* NN.* CC.* VB.* LM NN.* PM.*,PRI_CCP RBF VBTS_CCP JJD CCB NNC DTC VBTS CCP DTC DTCP NNC CCP VBTS LM NNP PMC,"isa hindi balana opisyal ng departamento ang sabi na ang mga lunsod na banggit ay atlanta,",
"Miami,",NN.* PM.*,NNP PMC,"miami,",
"New York,",NN.* NN.* PM.*,NNP NNP PMC,"new york,",
"Seattle,",NN.* PM.*,NNP PMC,"seattle,",
"Houston,",NN.* PM.*,NNP PMC,"houston,",
"Oakland,",NN.* PM.*,NNP PMC,"oakland,",
"California,",NN.* PM.*,NNP PMC,"california,",
"at Cleveland,",CC.* NN.* PM.*,CCA NNP PMC,"at cleveland,",
Ohio.,NN.* PM.*,NNP PMP,ohio.,
"Bilang tugon sa banta,",CC.* NN.* CC.* NN.* PM.*,CCT NNC CCT NNC PMC,"bilang tugon sa banta,",
ilang grupo ang itinakdang suriin ang ilang istadyum gamit ang pang-deteksyon ng radyasyon sa Linggo para sa presensya ng radyoaktibong materyales.,PR.*_CC.* NN.* DT.* RB.*_CC.* VB.* DT.* PR.*_CC.* NN.* VB.* DT.* RB.*_CC.* PM.* NN.* CC.* NN.* CC.* NN.* CC.* CC.* NN.* CC.* JJ.*_CC.* NN.* PM.*,PRQ_CCP NNC DTC RBD_CCP VBOF DTC PRQ_CCP NNC VBS DTC RBI_CCP PMS NNC CCB NNC CCT NNP CCT CCT NNC CCB JJD_CCP NNC PMP,ilang grupo ang takda suri ang ilang istadyum gamit ang pang-deteksyon ng radyasyon sa linggo para sa presensya ng radyoaktibong materyales.,
"Dagdag pa dito,",CC.* RB.* PR.* PM.*,CCU RBI PRL PMC,"dagdag pa dito,",
ang mga paradahan at pasukan ng sasakyan ay mahigpit na susubaybayan para sa mga kahina-hinalang gawain.,DT.* DT.* NN.* CC.* NN.* CC.* NN.* LM JJ.* CC.* NN.* CC.* CC.* DT.* JJ.* PM.* NN.*_CC.* NN.* PM.*,DTC DTCP NNC CCA NNC CCB NNC LM JJD CCP NNC CCT CCT DTCP JJD PMS NNC_CCP NNC PMP,ang mga parada at pasukan ng sasakyan ay higpit na subaybay para sa mga hinala gawain.,
Ang NFL ay naglabas ng pahayag na nagsasabi na ang mga istadyum ay mahigpit na protektado dahil sa mga gawaing pangseguridad na nakahanda na.,DT.* NN.* LM VB.* CC.* NN.* CC.* VB.* CC.* DT.* DT.* NN.* LM JJ.* CC.* JJ.* CC.* CC.* DT.* NN.*_CC.* JJ.* CC.* VB.* RB.* PM.*,DTC NNPA LM VBTS CCB NNC CCP VBTR CCP DTC DTCP NNC LM JJD CCP JJD CCR CCT DTCP NNC_CCP JJD CCP VBTS RBI PMP,ang nfl ay labas ng hayag na sabi na ang mga istadyum ay higpit na protektado dahil sa mga gawaing pangseguridad na handa na.,
"Ang FBI ay isinailalim sa interogasyon ang isang residente sa Milwaukee na sinasabing responsable sa banta,",DT.* NN.* LM VB.* CC.* NN.* DT.* PR.*_CC.* NN.* CC.* NN.* CC.* VB.*_CC.* JJ.* CC.* NN.* PM.*,DTC NNPA LM VBTS CCT NNC DTC PRI_CCP NNC CCT NNP CCP VBTR_CCP JJD CCT NNC PMC,"ang fbi ay isinailalim sa interogasyon ang isa residente sa milwaukee na sabi responsable sa banta,",
na inilagay sa web sayt noong nakaraang linggo.,CC.* VB.* CC.* FW FW RB.*_CC.* JJ.*_CC.* NN.* PM.*,CCP VBTS CCT FW FW RBW_CCP JJD_CCP NNC PMP,na lagay sa web sayt noo nakaraang linggo.,
Itinanggi ng FBI na ilabas ang detalye ng imbestigasyon.,VB.* CC.* NN.* CC.* VB.* DT.* NN.* CC.* NN.* PM.*,VBTS CCB NNPA CCP VBOF DTC NNC CCB NNC PMP,tanggi ng fbi na labas ang detalye ng imbestigasyon.,
"Ang Timog-silangang China ay binaha dahil sa malakas na pag-ulan nang ang Severe Tropical Storm na Bilis ay dumating sa pampang noong Biyernes,",DT.* NN.* PM.* JJ.*_CC.* NN.* LM VB.* CC.* CC.* JJ.* CC.* CC.* PM.* NN.* RB.* DT.* NN.* NN.* NN.* CC.* NN.* LM VB.* CC.* NN.* RB.*_CC.* NN.* PM.*,DTC NNP PMS JJD_CCP NNP LM VBTS CCR CCT JJD CCP CCR PMS NNC RBW DTC NNP NNP NNP CCP NNP LM VBAF CCT NNC RBW_CCP NNP PMC,"ang timog-silangang china ay baha dahil sa lakas na ulan nang ang severe tropical storm na bilis ay dati sa pampang noo biyernes,",
ika-14 ng Hulyo.,JJ.* PM.* CD.* CC.* NN.* PM.*,JJN PMS CDB CCB NNP PMP,ika-14 ng hulyo.,
Ang kabuuan ng bilang ng namatay ay pumalo sa 178 na katao pero marami pa rin ang nawawala at ang bilang na ito ay maari pang tumaas.,DT.* PR.* CC.* NN.* CC.* VB.* LM VB.* CC.* CD.* CC.* NN.* CC.* PR.* RB.* RB.* DT.* VB.* CC.* DT.* NN.* CC.* PR.* LM VB.* RB.*_CC.* VB.* PM.*,DTC PRI CCB NNC CCB VBTS LM VBAF CCT CDB CCP NNC CCT PRI RBI RBI DTC VBTR CCA DTC NNC CCP PRO LM VBS RBI_CCP VBAF PMP,ang kabuuan ng bilang ng namatay ay palo sa 178 na tao pero dami pa rin ang wala at ang bilang na ito ay ari pang tumaas.,
Ang baha na may taas na 10 metro sa ibang lugar ang siyang sumira sa may,DT.* NN.* CC.* VB.* NN.* CC.* CD.* NN.* CC.* PR.*_CC.* NN.* DT.* PR.*_CC.* VB.* CC.* VB.*,DTC NNC CCP VBH NNC CCP CDB NNC CCT PRI_CCP NNC DTC PRS_CCP VBAF CCT VBH,ang baha na may taas na 10 metro sa iba lugar ang siya sira sa may,
"100 na bahay,",CD.* CC.* NN.* PM.*,CDB CCP NNC PMC,"100 na bahay,",
"mga kalsada,",DT.* NN.* PM.*,DTCP NNC PMC,"mga kalsada,",
linya ng kuruente at winasak ang mga nayon at mga panananim.,NN.* CC.* NN.* CC.* VB.* DT.* DT.* NN.* CC.* DT.* NN.* PM.*,NNC CCB NNC CCA VBOF DTC DTCP NNC CCA DTCP NNC PMP,linya ng kuruente at wasak ang mga nayon at mga panananim.,
"Tatlong milyong tao ang naapektuhan sa tropikong bagyo kung san ang Xinhua,",JJ.*_CC.* NN.*_CC.* NN.* DT.* VB.* CC.* JJ.*_CC.* NN.* RB.* RB.* DT.* NN.* PM.*,JJN_CCP NNC_CCP NNC DTC VBTS CCT JJD_CCP NNC RBK RBQ DTC NNP PMC,"tatlong milyong tao ang naapektuhan sa tropikong bagyo kung san ang xinhua,",
